id,code,code_name,f_code,f_time_from,f_time_to,f_price,fees,total_price,from,airport_from,to,airport_to,type
vna161703692515,vna,Pacific Airlines,VN6015,15:40:00 22/04/2021,17:45:00 22/04/2021,99000,660000,759000,Hà Nội,Nội Bài (HAN),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna161703692816,vna,Vietnam Airlines,VN269,16:00:00 22/04/2021,18:15:00 22/04/2021,299000,670000,969000,Hà Nội,Nội Bài (HAN),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vj161703693215,vj,Vietjet,VJ189,16:15:00 22/04/2021,18:25:00 22/04/2021,199000,650900,849900,Hà Nội,Nội Bài (HAN),TP HCM,Tân Sơn Nhất (SGN),Eco
vna161703693617,vna,Vietnam Airlines,VN7211,16:35:00 22/04/2021,18:50:00 22/04/2021,299000,670000,969000,Hà Nội,Nội Bài (HAN),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
qh16170369394,qh,Bamboo Airways,QH243,16:40:00 22/04/2021,18:50:00 22/04/2021,199000,662000,861000,Hà Nội,Nội Bài (HAN),TP HCM,Tân Sơn Nhất (SGN),Eco Saver
vna161703694318,vna,Vietnam Airlines,VN217,17:00:00 22/04/2021,19:15:00 22/04/2021,299000,670000,969000,Hà Nội,Nội Bài (HAN),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vna161703694719,vna,Pacific Airlines,VN6017,17:40:00 22/04/2021,19:45:00 22/04/2021,99000,660000,759000,Hà Nội,Nội Bài (HAN),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
qh16170369515,qh,Bamboo Airways,QH245,17:55:00 22/04/2021,20:05:00 22/04/2021,199000,662000,861000,Hà Nội,Nội Bài (HAN),TP HCM,Tân Sơn Nhất (SGN),Eco Saver
vna161703695420,vna,Vietnam Airlines,VN275,18:00:00 22/04/2021,20:15:00 22/04/2021,299000,670000,969000,Hà Nội,Nội Bài (HAN),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vj161703695816,vj,Vietjet,VJ143,18:25:00 22/04/2021,20:35:00 22/04/2021,199000,650900,849900,Hà Nội,Nội Bài (HAN),TP HCM,Tân Sơn Nhất (SGN),Eco
vna161703696221,vna,Vietnam Airlines,VN219,19:00:00 22/04/2021,21:15:00 22/04/2021,299000,670000,969000,Hà Nội,Nội Bài (HAN),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vj161703696517,vj,Vietjet,VJ155,19:20:00 22/04/2021,21:30:00 22/04/2021,199000,650900,849900,Hà Nội,Nội Bài (HAN),TP HCM,Tân Sơn Nhất (SGN),Eco
vna161703696922,vna,Pacific Airlines,VN6019,19:25:00 22/04/2021,21:45:00 22/04/2021,99000,660000,759000,Hà Nội,Nội Bài (HAN),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
qh16170369736,qh,Bamboo Airways,QH247,19:45:00 22/04/2021,21:55:00 22/04/2021,199000,662000,861000,Hà Nội,Nội Bài (HAN),TP HCM,Tân Sơn Nhất (SGN),Eco Saver
vna161703697723,vna,Vietnam Airlines,VN283,20:00:00 22/04/2021,22:15:00 22/04/2021,299000,670000,969000,Hà Nội,Nội Bài (HAN),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vta16170369801,vta,Vietravel Airlines,VU 787,20:55:00 22/04/2021,23:25:00 22/04/2021,290000,660000,950000,Hà Nội,Nội Bài (HAN),TP HCM,Tân Sơn Nhất (SGN),Aregow (A) - Vé không hoàn
vj161703698418,vj,Vietjet,VJ151,21:00:00 22/04/2021,23:10:00 22/04/2021,199000,650900,849900,Hà Nội,Nội Bài (HAN),TP HCM,Tân Sơn Nhất (SGN),Eco
vna161703698824,vna,Vietnam Airlines,VN221,21:00:00 22/04/2021,23:15:00 22/04/2021,299000,670000,969000,Hà Nội,Nội Bài (HAN),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vj16170369990,vj,Vietjet,VJ270,05:40:00 22/04/2021,07:40:00 22/04/2021,49000,645900,694900,TP HCM,Tân Sơn Nhất (SGN),Hải Phòng,Cát Bi (HPH),Eco
vna16170370070,vna,Vietnam Airlines,VN1180,07:10:00 22/04/2021,09:15:00 22/04/2021,109000,651000,760000,TP HCM,Tân Sơn Nhất (SGN),Hải Phòng,Cát Bi (HPH),Economy (EL)-A
qh16170370110,qh,Bamboo Airways,QH1540,08:00:00 22/04/2021,10:00:00 22/04/2021,89000,661000,750000,TP HCM,Tân Sơn Nhất (SGN),Hải Phòng,Cát Bi (HPH),Eco Saver max
vna16170370141,vna,Vietnam Airlines,VN1182,08:40:00 22/04/2021,10:45:00 22/04/2021,109000,651000,760000,TP HCM,Tân Sơn Nhất (SGN),Hải Phòng,Cát Bi (HPH),Economy (EL)-A
vj16170370181,vj,Vietjet,VJ276,09:40:00 22/04/2021,11:40:00 22/04/2021,49000,645900,694900,TP HCM,Tân Sơn Nhất (SGN),Hải Phòng,Cát Bi (HPH),Eco
vna16170370222,vna,Vietnam Airlines,VN1184,10:45:00 22/04/2021,12:50:00 22/04/2021,109000,651000,760000,TP HCM,Tân Sơn Nhất (SGN),Hải Phòng,Cát Bi (HPH),Economy (EL)-A
vj16170370252,vj,Vietjet,VJ280,11:45:00 22/04/2021,13:35:00 22/04/2021,49000,645900,694900,TP HCM,Tân Sơn Nhất (SGN),Hải Phòng,Cát Bi (HPH),Eco
vj16170370293,vj,Vietjet,VJ282,12:30:00 22/04/2021,14:30:00 22/04/2021,49000,645900,694900,TP HCM,Tân Sơn Nhất (SGN),Hải Phòng,Cát Bi (HPH),Eco
qh16170370321,qh,Bamboo Airways,QH1544,12:40:00 22/04/2021,14:40:00 22/04/2021,89000,661000,750000,TP HCM,Tân Sơn Nhất (SGN),Hải Phòng,Cát Bi (HPH),Eco Saver max
vna16170370363,vna,Vietnam Airlines,VN1176,14:25:00 22/04/2021,16:30:00 22/04/2021,109000,651000,760000,TP HCM,Tân Sơn Nhất (SGN),Hải Phòng,Cát Bi (HPH),Economy (EL)-A
vj16170370394,vj,Vietjet,VJ272,15:25:00 22/04/2021,17:20:00 22/04/2021,49000,645900,694900,TP HCM,Tân Sơn Nhất (SGN),Hải Phòng,Cát Bi (HPH),Eco
vna16170370434,vna,Vietnam Airlines,VN1186,16:55:00 22/04/2021,19:00:00 22/04/2021,1809000,801000,2610000,TP HCM,Tân Sơn Nhất (SGN),Hải Phòng,Cát Bi (HPH),Economy (EC)-L
vna16170370465,vna,Vietnam Airlines,VN1178,17:20:00 22/04/2021,19:25:00 22/04/2021,109000,651000,760000,TP HCM,Tân Sơn Nhất (SGN),Hải Phòng,Cát Bi (HPH),Economy (EL)-A
vj16170370505,vj,Vietjet,VJ288,18:50:00 22/04/2021,20:45:00 22/04/2021,49000,645900,694900,TP HCM,Tân Sơn Nhất (SGN),Hải Phòng,Cát Bi (HPH),Eco
vj16170370536,vj,Vietjet,VJ278,19:20:00 22/04/2021,21:20:00 22/04/2021,49000,645900,694900,TP HCM,Tân Sơn Nhất (SGN),Hải Phòng,Cát Bi (HPH),Eco
vj16170370577,vj,Vietjet,VJ284,22:55:00 22/04/2021,00:55:00 22/04/2021,49000,645900,694900,TP HCM,Tân Sơn Nhất (SGN),Hải Phòng,Cát Bi (HPH),Eco
vj16170370680,vj,Vietjet,VJ273,08:15:00 22/04/2021,10:15:00 22/04/2021,49000,645900,694900,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Eco
vna16170370770,vna,Vietnam Airlines,VN1181,10:00:00 22/04/2021,12:15:00 22/04/2021,109000,651000,760000,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170370801,vna,Vietnam Airlines,VN1183,11:30:00 22/04/2021,13:40:00 22/04/2021,109000,651000,760000,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16170370831,vj,Vietjet,VJ277,12:20:00 22/04/2021,14:15:00 22/04/2021,49000,645900,694900,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Eco
vna16170370872,vna,Vietnam Airlines,VN1185,13:45:00 22/04/2021,16:00:00 22/04/2021,109000,651000,760000,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16170370912,vj,Vietjet,VJ275,14:10:00 22/04/2021,16:10:00 22/04/2021,49000,645900,694900,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Eco
vj16170370943,vj,Vietjet,VJ271,15:15:00 22/04/2021,17:15:00 22/04/2021,49000,645900,694900,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Eco
vj16170370983,vj,Vietjet,VJ271,15:15:00 22/04/2021,17:15:00 22/04/2021,49000,645900,694900,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Eco
vna16170371013,vna,Vietnam Airlines,VN1179,16:45:00 22/04/2021,19:00:00 22/04/2021,109000,651000,760000,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170371054,vna,Vietnam Airlines,VN1177,17:25:00 22/04/2021,19:40:00 22/04/2021,109000,651000,760000,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16170371094,vj,Vietjet,VJ281,17:55:00 22/04/2021,19:55:00 22/04/2021,49000,645900,694900,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Eco
vna16170371125,vna,Vietnam Airlines,VN1187,19:40:00 22/04/2021,21:55:00 22/04/2021,2109000,831000,2940000,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Economy (EF)-K
vj16170371165,vj,Vietjet,VJ289,20:20:00 22/04/2021,22:20:00 22/04/2021,49000,645900,694900,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Eco
qh16170371191,qh,Bamboo Airways,QH1541,20:40:00 22/04/2021,22:40:00 22/04/2021,89000,661000,750000,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Eco Saver max
vj16170371236,vj,Vietjet,VJ287,21:15:00 22/04/2021,23:10:00 22/04/2021,49000,645900,694900,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Eco
vj16170371277,vj,Vietjet,VJ283,21:55:00 22/04/2021,23:55:00 22/04/2021,49000,645900,694900,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Eco
vj16170371410,vj,Vietjet,VJ622,05:35:00 22/04/2021,06:55:00 22/04/2021,49000,645900,694900,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco
qh16170371500,qh,Bamboo Airways,QH150,05:50:00 22/04/2021,07:20:00 22/04/2021,199000,662000,861000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco Saver
vj16170371531,vj,Vietjet,VJ652,06:15:00 22/04/2021,07:35:00 22/04/2021,49000,645900,694900,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco
vj16170371571,vj,Vietjet,VJ652,06:15:00 22/04/2021,07:35:00 22/04/2021,49000,645900,694900,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco
vna16170371601,vna,Vietnam Airlines,VN7124,06:45:00 22/04/2021,08:10:00 22/04/2021,199000,660000,859000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EL)-P
vna16170371642,vna,Vietnam Airlines,VN112,07:05:00 22/04/2021,08:30:00 22/04/2021,409000,671000,1080000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EC)-T
vna16170371683,vna,Vietnam Airlines,VN114,07:20:00 22/04/2021,08:45:00 22/04/2021,609000,681000,1290000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EC)-N
vta16170371720,vta,Vietravel Airlines,VU 672,07:35:00 22/04/2021,08:55:00 22/04/2021,90000,650000,740000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Aregow (A) - Vé không hoàn
vna16170371754,vna,Vietnam Airlines,VN116,08:25:00 22/04/2021,09:50:00 22/04/2021,609000,681000,1290000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EC)-N
vna16170371795,vna,Vietnam Airlines,VN7128,09:45:00 22/04/2021,11:10:00 22/04/2021,309000,661000,970000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EC)-E
vna16170371826,vna,Vietnam Airlines,VN122,09:55:00 22/04/2021,11:20:00 22/04/2021,409000,671000,1080000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EC)-T
vj16170371862,vj,Vietjet,VJ636,10:25:00 22/04/2021,11:45:00 22/04/2021,49000,645900,694900,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco
qh16170371901,qh,Bamboo Airways,QH152,11:05:00 22/04/2021,12:35:00 22/04/2021,99000,662000,761000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco Saver
vj16170371933,vj,Vietjet,VJ628,11:10:00 22/04/2021,12:30:00 22/04/2021,49000,645900,694900,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco
vna16170371977,vna,Vietnam Airlines,VN7122,12:25:00 22/04/2021,13:30:00 22/04/2021,199000,660000,859000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EL)-P
vna16170372018,vna,Pacific Airlines,VN6054,12:45:00 22/04/2021,14:05:00 22/04/2021,49000,655000,704000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EL)-A
vna16170372069,vna,Vietnam Airlines,VN128,12:45:00 22/04/2021,14:10:00 22/04/2021,199000,660000,859000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EL)-P
vj16170372104,vj,Vietjet,VJ620,13:15:00 22/04/2021,14:35:00 22/04/2021,99000,650900,749900,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco
vna161703721310,vna,Vietnam Airlines,VN130,13:25:00 22/04/2021,14:50:00 22/04/2021,199000,660000,859000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EL)-P
vna161703721711,vna,Vietnam Airlines,VN132,14:20:00 22/04/2021,15:45:00 22/04/2021,199000,660000,859000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EL)-P
vj16170372205,vj,Vietjet,VJ654,14:45:00 22/04/2021,16:10:00 22/04/2021,49000,645900,694900,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco
vj16170372246,vj,Vietjet,VJ630,15:10:00 22/04/2021,16:30:00 22/04/2021,49000,645900,694900,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco
vj16170372287,vj,Vietjet,VJ632,15:35:00 22/04/2021,17:00:00 22/04/2021,49000,645900,694900,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco
vta16170372311,vta,Vietravel Airlines,VU 678,16:00:00 22/04/2021,17:20:00 22/04/2021,90000,650000,740000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Aregow (A) - Vé không hoàn
vna161703723512,vna,Vietnam Airlines,VN124,16:35:00 22/04/2021,18:00:00 22/04/2021,199000,660000,859000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EL)-P
vna161703723913,vna,Vietnam Airlines,VN134,17:25:00 22/04/2021,18:50:00 22/04/2021,99000,660000,759000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EL)-A
qh16170372422,qh,Bamboo Airways,QH172,18:00:00 22/04/2021,19:30:00 22/04/2021,99000,662000,761000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco Saver
vj16170372468,vj,Vietjet,VJ626,18:05:00 22/04/2021,19:25:00 22/04/2021,49000,645900,694900,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco
vna161703725014,vna,Vietnam Airlines,VN136,18:25:00 22/04/2021,19:50:00 22/04/2021,99000,660000,759000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EL)-A
vj16170372539,vj,Vietjet,VJ656,19:25:00 22/04/2021,20:45:00 22/04/2021,49000,645900,694900,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco
vna161703725715,vna,Pacific Airlines,VN6056,19:30:00 22/04/2021,20:50:00 22/04/2021,49000,655000,704000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EL)-A
qh16170372603,qh,Bamboo Airways,QH170,20:00:00 22/04/2021,21:30:00 22/04/2021,99000,662000,761000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco Saver
vna161703726416,vna,Vietnam Airlines,VN140,20:10:00 22/04/2021,21:35:00 22/04/2021,99000,660000,759000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EL)-A
vj161703726810,vj,Vietjet,VJ648,20:50:00 22/04/2021,22:10:00 22/04/2021,49000,645900,694900,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco
vj161703727111,vj,Vietjet,VJ650,21:10:00 22/04/2021,22:30:00 22/04/2021,49000,645900,694900,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco
qh16170372840,qh,Bamboo Airways,QH157,06:10:00 22/04/2021,07:40:00 22/04/2021,49000,657000,706000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco Saver
vj16170372910,vj,Vietjet,VJ627,07:30:00 22/04/2021,08:55:00 22/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
vna16170372940,vna,Vietnam Airlines,VN141,07:45:00 22/04/2021,09:15:00 22/04/2021,99000,660000,759000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170372981,vna,Pacific Airlines,VN6051,08:10:00 22/04/2021,09:30:00 22/04/2021,49000,655000,704000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16170373021,vj,Vietjet,VJ647,08:10:00 22/04/2021,09:35:00 22/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
qh16170373051,qh,Bamboo Airways,QH151,08:25:00 22/04/2021,10:00:00 22/04/2021,49000,657000,706000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco Saver
vna16170373092,vna,Vietnam Airlines,VN7127,08:55:00 22/04/2021,10:25:00 22/04/2021,99000,660000,759000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170373123,vna,Vietnam Airlines,VN113,09:10:00 22/04/2021,10:40:00 22/04/2021,99000,660000,759000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170373164,vna,Vietnam Airlines,VN115,09:50:00 22/04/2021,11:20:00 22/04/2021,99000,660000,759000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16170373202,vj,Vietjet,VJ629,10:30:00 22/04/2021,11:50:00 22/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
vta16170373230,vta,Vietravel Airlines,VU 673,10:35:00 22/04/2021,12:05:00 22/04/2021,90000,650000,740000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Aregow (A) - Vé không hoàn
vna16170373275,vna,Vietnam Airlines,VN117,11:10:00 22/04/2021,12:40:00 22/04/2021,99000,660000,759000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170373316,vna,Vietnam Airlines,VN7129,11:45:00 22/04/2021,13:15:00 22/04/2021,99000,660000,759000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170373347,vna,Vietnam Airlines,VN123,11:55:00 22/04/2021,13:25:00 22/04/2021,99000,660000,759000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16170373383,vj,Vietjet,VJ633,12:25:00 22/04/2021,13:50:00 22/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
vj16170373414,vj,Vietjet,VJ621,13:10:00 22/04/2021,14:35:00 22/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
qh16170373452,qh,Bamboo Airways,QH171,13:15:00 22/04/2021,14:45:00 22/04/2021,49000,657000,706000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco Saver
vta16170373491,vta,Vietravel Airlines,VU 679,14:10:00 22/04/2021,15:30:00 22/04/2021,90000,650000,740000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Aregow (A) - Vé không hoàn
vna16170373528,vna,Pacific Airlines,VN6055,14:40:00 22/04/2021,16:05:00 22/04/2021,49000,655000,704000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170373569,vna,Vietnam Airlines,VN129,14:55:00 22/04/2021,16:25:00 22/04/2021,199000,660000,859000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vj16170373595,vj,Vietjet,VJ637,15:10:00 22/04/2021,16:30:00 22/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
vna161703736310,vna,Vietnam Airlines,VN7123,15:20:00 22/04/2021,16:50:00 22/04/2021,199000,660000,859000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vna161703736711,vna,Vietnam Airlines,VN131,15:30:00 22/04/2021,17:00:00 22/04/2021,199000,660000,859000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vna161703737012,vna,Vietnam Airlines,VN135,16:00:00 22/04/2021,17:30:00 22/04/2021,199000,660000,859000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vna161703737413,vna,Vietnam Airlines,VN133,16:25:00 22/04/2021,17:55:00 22/04/2021,199000,660000,859000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vj16170373776,vj,Vietjet,VJ623,16:55:00 22/04/2021,18:20:00 22/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
vj16170373817,vj,Vietjet,VJ625,17:05:00 22/04/2021,18:30:00 22/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
vj16170373858,vj,Vietjet,VJ645,17:35:00 22/04/2021,19:00:00 22/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
vna161703738814,vna,Vietnam Airlines,VN125,18:40:00 22/04/2021,20:10:00 22/04/2021,99000,660000,759000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna161703739215,vna,Vietnam Airlines,VN137,19:45:00 22/04/2021,21:15:00 22/04/2021,99000,660000,759000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16170373969,vj,Vietjet,VJ643,21:20:00 22/04/2021,22:40:00 22/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
vna161703739916,vna,Pacific Airlines,VN6057,21:25:00 22/04/2021,22:45:00 22/04/2021,49000,655000,704000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
qh16170374033,qh,Bamboo Airways,QH191,22:10:00 22/04/2021,23:40:00 22/04/2021,49000,657000,706000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco Saver
vj161703740610,vj,Vietjet,VJ635,22:45:00 22/04/2021,00:10:00 22/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
vj161703741011,vj,Vietjet,VJ641,23:00:00 22/04/2021,00:15:00 22/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
vj16170374210,vj,Vietjet,VJ321,06:00:00 22/04/2021,07:00:00 22/04/2021,49000,645900,694900,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco
vta16170374300,vta,Vietravel Airlines,VU 319,06:05:00 22/04/2021,07:10:00 22/04/2021,50000,646000,696000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Aregow (A) - Vé không hoàn
vna16170374330,vna,Vietnam Airlines,VN7085,06:10:00 22/04/2021,07:15:00 22/04/2021,199000,660000,859000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EL)-P
vna16170374371,vna,Vietnam Airlines,VN1823,06:55:00 22/04/2021,08:00:00 22/04/2021,199000,660000,859000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EL)-P
vna16170374402,vna,Pacific Airlines,VN6511,07:05:00 22/04/2021,08:10:00 22/04/2021,149000,655000,804000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EL)-P
vj16170374441,vj,Vietjet,VJ339,07:30:00 22/04/2021,08:30:00 22/04/2021,69000,647900,716900,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco
qh16170374480,qh,Bamboo Airways,QH1521,09:05:00 22/04/2021,10:05:00 22/04/2021,399000,672000,1071000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco Saver
vj16170374512,vj,Vietjet,VJ323,09:30:00 22/04/2021,10:30:00 22/04/2021,69000,647900,716900,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco
